activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles_x,document_chembl_id,molecule_chembl_id_x,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,record_id,src_id,standard_flag,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value,molecule_chembl_id_y,canonical_smiles_y,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,IdList
13926660,CHEMBL3123516,Antimycobacterial activity against rifampin-resistant Mycobacterium tuberculosis H37Rv SRI 1367 after 7 days by broth microdilution assay,F,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL3120161,CHEMBL64,ISONIAZID,CHEMBL64,0,1969861,1,1,MIC,ug.mL-1,0.02,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,MIC,ug ml-1,UO_0000274,0.02,CHEMBL64,NNC(=O)c1ccncc1,10.749537037037037,10.749537037037037,0.3033333333333328,-0.3033333333333328,0.3165786787720107,8.9,137.142,130.08599999999998,137.058911844,52,0,0.2647827507246253,-0.2901429275077938,0.2901429275077938,0.2647827507246253,1.5,2.1,2.6,16.151963272363098,10.252677242961726,1.984716834384048,-1.9497178966473687,1.927677886404072,-2.2934927484375818,5.929347212978664,0.095331334199276,2.048167390601267,2.8526279288191434,221.69435494406167,7.397341225498538,5.242213231911951,5.242213231911951,4.842535255101096,2.75321399517736,2.75321399517736,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,-1.42,237.587417309747,6.6965501165501164,2.931903402289157,1.2945922692541976,58.03740421573959,0.0,0.0,0.0,0.0,5.907179729351506,0.0,15.204307102129416,5.842670270266239,0.0,0.0,0.0,12.13273413692322,17.957138634923147,0.0,4.794537184071822,5.907179729351506,0.0,10.409769918057592,5.842670270266239,0.0,0.0,30.08987277184637,0.0,0.0,11.268461667376624,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.52642128014937,0.0,0.0,0.0,68.00999999999999,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,0.0,12.393687143226153,12.13273413692322,5.425791397110385,4.9839785209472085,5.842670270266239,0.0,0.0,14.490795540438398,0.0,2.526111111111112,4.5807785336356766,3.1710185185185185,3.0646296296296294,0.0,0.0,0.0,10,3,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,-0.3149000000000006,35.89060000000001,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1773.0
13926678,CHEMBL3123524,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv ATCC 27294 after 7 days by microplate Alamar blue assay,F,BAO_0000190,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL3120161,CHEMBL64,ISONIAZID,CHEMBL64,0,1969861,1,1,IC50,ug.mL-1,0.18,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,IC50,ug ml-1,UO_0000274,0.18,CHEMBL64,NNC(=O)c1ccncc1,10.749537037037037,10.749537037037037,0.3033333333333328,-0.3033333333333328,0.3165786787720107,8.9,137.142,130.08599999999998,137.058911844,52,0,0.2647827507246253,-0.2901429275077938,0.2901429275077938,0.2647827507246253,1.5,2.1,2.6,16.151963272363098,10.252677242961726,1.984716834384048,-1.9497178966473687,1.927677886404072,-2.2934927484375818,5.929347212978664,0.095331334199276,2.048167390601267,2.8526279288191434,221.69435494406167,7.397341225498538,5.242213231911951,5.242213231911951,4.842535255101096,2.75321399517736,2.75321399517736,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,-1.42,237.587417309747,6.6965501165501164,2.931903402289157,1.2945922692541976,58.03740421573959,0.0,0.0,0.0,0.0,5.907179729351506,0.0,15.204307102129416,5.842670270266239,0.0,0.0,0.0,12.13273413692322,17.957138634923147,0.0,4.794537184071822,5.907179729351506,0.0,10.409769918057592,5.842670270266239,0.0,0.0,30.08987277184637,0.0,0.0,11.268461667376624,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.52642128014937,0.0,0.0,0.0,68.00999999999999,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,0.0,12.393687143226153,12.13273413692322,5.425791397110385,4.9839785209472085,5.842670270266239,0.0,0.0,14.490795540438398,0.0,2.526111111111112,4.5807785336356766,3.1710185185185185,3.0646296296296294,0.0,0.0,0.0,10,3,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,-0.3149000000000006,35.89060000000001,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1773.0
13926678,CHEMBL3123524,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv ATCC 27294 after 7 days by microplate Alamar blue assay,F,BAO_0000190,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL3120161,CHEMBL64,ISONIAZID,CHEMBL64,0,1969861,1,1,IC50,ug.mL-1,0.18,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,IC50,ug ml-1,UO_0000274,0.18,CHEMBL64,NNC(=O)c1ccncc1,10.749537037037037,10.749537037037037,0.3033333333333328,-0.3033333333333328,0.3165786787720107,8.9,137.142,130.08599999999998,137.058911844,52,0,0.2647827507246253,-0.2901429275077938,0.2901429275077938,0.2647827507246253,1.5,2.1,2.6,16.151963272363098,10.252677242961726,1.984716834384048,-1.9497178966473687,1.927677886404072,-2.2934927484375818,5.929347212978664,0.095331334199276,2.048167390601267,2.8526279288191434,221.69435494406167,7.397341225498538,5.242213231911951,5.242213231911951,4.842535255101096,2.75321399517736,2.75321399517736,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,-1.42,237.587417309747,6.6965501165501164,2.931903402289157,1.2945922692541976,58.03740421573959,0.0,0.0,0.0,0.0,5.907179729351506,0.0,15.204307102129416,5.842670270266239,0.0,0.0,0.0,12.13273413692322,17.957138634923147,0.0,4.794537184071822,5.907179729351506,0.0,10.409769918057592,5.842670270266239,0.0,0.0,30.08987277184637,0.0,0.0,11.268461667376624,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.52642128014937,0.0,0.0,0.0,68.00999999999999,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,0.0,12.393687143226153,12.13273413692322,5.425791397110385,4.9839785209472085,5.842670270266239,0.0,0.0,14.490795540438398,0.0,2.526111111111112,4.5807785336356766,3.1710185185185185,3.0646296296296294,0.0,0.0,0.0,10,3,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,-0.3149000000000006,35.89060000000001,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1773.0
13926678,CHEMBL3123524,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv ATCC 27294 after 7 days by microplate Alamar blue assay,F,BAO_0000190,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL3120161,CHEMBL64,ISONIAZID,CHEMBL64,0,1969861,1,1,IC50,ug.mL-1,0.18,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,IC50,ug ml-1,UO_0000274,0.18,CHEMBL64,NNC(=O)c1ccncc1,10.749537037037037,10.749537037037037,0.3033333333333328,-0.3033333333333328,0.3165786787720107,8.9,137.142,130.08599999999998,137.058911844,52,0,0.2647827507246253,-0.2901429275077938,0.2901429275077938,0.2647827507246253,1.5,2.1,2.6,16.151963272363098,10.252677242961726,1.984716834384048,-1.9497178966473687,1.927677886404072,-2.2934927484375818,5.929347212978664,0.095331334199276,2.048167390601267,2.8526279288191434,221.69435494406167,7.397341225498538,5.242213231911951,5.242213231911951,4.842535255101096,2.75321399517736,2.75321399517736,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,-1.42,237.587417309747,6.6965501165501164,2.931903402289157,1.2945922692541976,58.03740421573959,0.0,0.0,0.0,0.0,5.907179729351506,0.0,15.204307102129416,5.842670270266239,0.0,0.0,0.0,12.13273413692322,17.957138634923147,0.0,4.794537184071822,5.907179729351506,0.0,10.409769918057592,5.842670270266239,0.0,0.0,30.08987277184637,0.0,0.0,11.268461667376624,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.52642128014937,0.0,0.0,0.0,68.00999999999999,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,0.0,12.393687143226153,12.13273413692322,5.425791397110385,4.9839785209472085,5.842670270266239,0.0,0.0,14.490795540438398,0.0,2.526111111111112,4.5807785336356766,3.1710185185185185,3.0646296296296294,0.0,0.0,0.0,10,3,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,-0.3149000000000006,35.89060000000001,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1773.0
13926678,CHEMBL3123524,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv ATCC 27294 after 7 days by microplate Alamar blue assay,F,BAO_0000190,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL3120161,CHEMBL64,ISONIAZID,CHEMBL64,0,1969861,1,1,IC50,ug.mL-1,0.18,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,IC50,ug ml-1,UO_0000274,0.18,CHEMBL64,NNC(=O)c1ccncc1,10.749537037037037,10.749537037037037,0.3033333333333328,-0.3033333333333328,0.3165786787720107,8.9,137.142,130.08599999999998,137.058911844,52,0,0.2647827507246253,-0.2901429275077938,0.2901429275077938,0.2647827507246253,1.5,2.1,2.6,16.151963272363098,10.252677242961726,1.984716834384048,-1.9497178966473687,1.927677886404072,-2.2934927484375818,5.929347212978664,0.095331334199276,2.048167390601267,2.8526279288191434,221.69435494406167,7.397341225498538,5.242213231911951,5.242213231911951,4.842535255101096,2.75321399517736,2.75321399517736,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,-1.42,237.587417309747,6.6965501165501164,2.931903402289157,1.2945922692541976,58.03740421573959,0.0,0.0,0.0,0.0,5.907179729351506,0.0,15.204307102129416,5.842670270266239,0.0,0.0,0.0,12.13273413692322,17.957138634923147,0.0,4.794537184071822,5.907179729351506,0.0,10.409769918057592,5.842670270266239,0.0,0.0,30.08987277184637,0.0,0.0,11.268461667376624,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.52642128014937,0.0,0.0,0.0,68.00999999999999,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,0.0,12.393687143226153,12.13273413692322,5.425791397110385,4.9839785209472085,5.842670270266239,0.0,0.0,14.490795540438398,0.0,2.526111111111112,4.5807785336356766,3.1710185185185185,3.0646296296296294,0.0,0.0,0.0,10,3,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,-0.3149000000000006,35.89060000000001,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1773.0
13926678,CHEMBL3123524,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv ATCC 27294 after 7 days by microplate Alamar blue assay,F,BAO_0000190,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL3120161,CHEMBL64,ISONIAZID,CHEMBL64,0,1969861,1,1,IC50,ug.mL-1,0.18,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,IC50,ug ml-1,UO_0000274,0.18,CHEMBL64,NNC(=O)c1ccncc1,10.749537037037037,10.749537037037037,0.3033333333333328,-0.3033333333333328,0.3165786787720107,8.9,137.142,130.08599999999998,137.058911844,52,0,0.2647827507246253,-0.2901429275077938,0.2901429275077938,0.2647827507246253,1.5,2.1,2.6,16.151963272363098,10.252677242961726,1.984716834384048,-1.9497178966473687,1.927677886404072,-2.2934927484375818,5.929347212978664,0.095331334199276,2.048167390601267,2.8526279288191434,221.69435494406167,7.397341225498538,5.242213231911951,5.242213231911951,4.842535255101096,2.75321399517736,2.75321399517736,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,-1.42,237.587417309747,6.6965501165501164,2.931903402289157,1.2945922692541976,58.03740421573959,0.0,0.0,0.0,0.0,5.907179729351506,0.0,15.204307102129416,5.842670270266239,0.0,0.0,0.0,12.13273413692322,17.957138634923147,0.0,4.794537184071822,5.907179729351506,0.0,10.409769918057592,5.842670270266239,0.0,0.0,30.08987277184637,0.0,0.0,11.268461667376624,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.52642128014937,0.0,0.0,0.0,68.00999999999999,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,0.0,12.393687143226153,12.13273413692322,5.425791397110385,4.9839785209472085,5.842670270266239,0.0,0.0,14.490795540438398,0.0,2.526111111111112,4.5807785336356766,3.1710185185185185,3.0646296296296294,0.0,0.0,0.0,10,3,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,-0.3149000000000006,35.89060000000001,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1773.0
13926678,CHEMBL3123524,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv ATCC 27294 after 7 days by microplate Alamar blue assay,F,BAO_0000190,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL3120161,CHEMBL64,ISONIAZID,CHEMBL64,0,1969861,1,1,IC50,ug.mL-1,0.18,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,IC50,ug ml-1,UO_0000274,0.18,CHEMBL64,NNC(=O)c1ccncc1,10.749537037037037,10.749537037037037,0.3033333333333328,-0.3033333333333328,0.3165786787720107,8.9,137.142,130.08599999999998,137.058911844,52,0,0.2647827507246253,-0.2901429275077938,0.2901429275077938,0.2647827507246253,1.5,2.1,2.6,16.151963272363098,10.252677242961726,1.984716834384048,-1.9497178966473687,1.927677886404072,-2.2934927484375818,5.929347212978664,0.095331334199276,2.048167390601267,2.8526279288191434,221.69435494406167,7.397341225498538,5.242213231911951,5.242213231911951,4.842535255101096,2.75321399517736,2.75321399517736,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,-1.42,237.587417309747,6.6965501165501164,2.931903402289157,1.2945922692541976,58.03740421573959,0.0,0.0,0.0,0.0,5.907179729351506,0.0,15.204307102129416,5.842670270266239,0.0,0.0,0.0,12.13273413692322,17.957138634923147,0.0,4.794537184071822,5.907179729351506,0.0,10.409769918057592,5.842670270266239,0.0,0.0,30.08987277184637,0.0,0.0,11.268461667376624,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.52642128014937,0.0,0.0,0.0,68.00999999999999,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,0.0,12.393687143226153,12.13273413692322,5.425791397110385,4.9839785209472085,5.842670270266239,0.0,0.0,14.490795540438398,0.0,2.526111111111112,4.5807785336356766,3.1710185185185185,3.0646296296296294,0.0,0.0,0.0,10,3,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,-0.3149000000000006,35.89060000000001,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1773.0
13934895,CHEMBL3122917,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition by Alamar Blue staining-based broth microdilution assay,F,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL3120070,CHEMBL64,ISONIAZID,CHEMBL64,0,1968026,1,1,MIC90,nM,310.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,MIC90,uM,UO_0000065,0.31,CHEMBL64,NNC(=O)c1ccncc1,10.749537037037037,10.749537037037037,0.3033333333333328,-0.3033333333333328,0.3165786787720107,8.9,137.142,130.08599999999998,137.058911844,52,0,0.2647827507246253,-0.2901429275077938,0.2901429275077938,0.2647827507246253,1.5,2.1,2.6,16.151963272363098,10.252677242961726,1.984716834384048,-1.9497178966473687,1.927677886404072,-2.2934927484375818,5.929347212978664,0.095331334199276,2.048167390601267,2.8526279288191434,221.69435494406167,7.397341225498538,5.242213231911951,5.242213231911951,4.842535255101096,2.75321399517736,2.75321399517736,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,-1.42,237.587417309747,6.6965501165501164,2.931903402289157,1.2945922692541976,58.03740421573959,0.0,0.0,0.0,0.0,5.907179729351506,0.0,15.204307102129416,5.842670270266239,0.0,0.0,0.0,12.13273413692322,17.957138634923147,0.0,4.794537184071822,5.907179729351506,0.0,10.409769918057592,5.842670270266239,0.0,0.0,30.08987277184637,0.0,0.0,11.268461667376624,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.52642128014937,0.0,0.0,0.0,68.00999999999999,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,0.0,12.393687143226153,12.13273413692322,5.425791397110385,4.9839785209472085,5.842670270266239,0.0,0.0,14.490795540438398,0.0,2.526111111111112,4.5807785336356766,3.1710185185185185,3.0646296296296294,0.0,0.0,0.0,10,3,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,-0.3149000000000006,35.89060000000001,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1773.0
13934895,CHEMBL3122917,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition by Alamar Blue staining-based broth microdilution assay,F,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL3120070,CHEMBL64,ISONIAZID,CHEMBL64,0,1968026,1,1,MIC90,nM,310.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,MIC90,uM,UO_0000065,0.31,CHEMBL64,NNC(=O)c1ccncc1,10.749537037037037,10.749537037037037,0.3033333333333328,-0.3033333333333328,0.3165786787720107,8.9,137.142,130.08599999999998,137.058911844,52,0,0.2647827507246253,-0.2901429275077938,0.2901429275077938,0.2647827507246253,1.5,2.1,2.6,16.151963272363098,10.252677242961726,1.984716834384048,-1.9497178966473687,1.927677886404072,-2.2934927484375818,5.929347212978664,0.095331334199276,2.048167390601267,2.8526279288191434,221.69435494406167,7.397341225498538,5.242213231911951,5.242213231911951,4.842535255101096,2.75321399517736,2.75321399517736,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,-1.42,237.587417309747,6.6965501165501164,2.931903402289157,1.2945922692541976,58.03740421573959,0.0,0.0,0.0,0.0,5.907179729351506,0.0,15.204307102129416,5.842670270266239,0.0,0.0,0.0,12.13273413692322,17.957138634923147,0.0,4.794537184071822,5.907179729351506,0.0,10.409769918057592,5.842670270266239,0.0,0.0,30.08987277184637,0.0,0.0,11.268461667376624,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.52642128014937,0.0,0.0,0.0,68.00999999999999,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,0.0,12.393687143226153,12.13273413692322,5.425791397110385,4.9839785209472085,5.842670270266239,0.0,0.0,14.490795540438398,0.0,2.526111111111112,4.5807785336356766,3.1710185185185185,3.0646296296296294,0.0,0.0,0.0,10,3,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,-0.3149000000000006,35.89060000000001,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1773.0
13934895,CHEMBL3122917,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition by Alamar Blue staining-based broth microdilution assay,F,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL3120070,CHEMBL64,ISONIAZID,CHEMBL64,0,1968026,1,1,MIC90,nM,310.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,MIC90,uM,UO_0000065,0.31,CHEMBL64,NNC(=O)c1ccncc1,10.749537037037037,10.749537037037037,0.3033333333333328,-0.3033333333333328,0.3165786787720107,8.9,137.142,130.08599999999998,137.058911844,52,0,0.2647827507246253,-0.2901429275077938,0.2901429275077938,0.2647827507246253,1.5,2.1,2.6,16.151963272363098,10.252677242961726,1.984716834384048,-1.9497178966473687,1.927677886404072,-2.2934927484375818,5.929347212978664,0.095331334199276,2.048167390601267,2.8526279288191434,221.69435494406167,7.397341225498538,5.242213231911951,5.242213231911951,4.842535255101096,2.75321399517736,2.75321399517736,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,-1.42,237.587417309747,6.6965501165501164,2.931903402289157,1.2945922692541976,58.03740421573959,0.0,0.0,0.0,0.0,5.907179729351506,0.0,15.204307102129416,5.842670270266239,0.0,0.0,0.0,12.13273413692322,17.957138634923147,0.0,4.794537184071822,5.907179729351506,0.0,10.409769918057592,5.842670270266239,0.0,0.0,30.08987277184637,0.0,0.0,11.268461667376624,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.52642128014937,0.0,0.0,0.0,68.00999999999999,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,0.0,12.393687143226153,12.13273413692322,5.425791397110385,4.9839785209472085,5.842670270266239,0.0,0.0,14.490795540438398,0.0,2.526111111111112,4.5807785336356766,3.1710185185185185,3.0646296296296294,0.0,0.0,0.0,10,3,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,-0.3149000000000006,35.89060000000001,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1773.0
